source;id;title;objectives;objectives_entities
wicher_contracts;24668;No Place Like Home;"Proceed to Kaer Morhen's main hall 
Return to the witchers 
Find Eskel using your Witcher Senses (25) 
Examine the source of the noise 
Search Yennefer's trunks 
Put on Yennefer's trousers. (Warning: Be sure to take off equipped trousers before putting on Yennefer's. Otherwise it's very possible the trousers are lost (or located somewhere obscure in Kaer Morhen) after the quest has finished. Taking the trousers off manually allows players to re-equip them from inventory when they resume control.)";Proceed to Kaer Morhen 's main hall Return to the witchers xmiscx xperx using your Witcher Senses ( 25 ) Examine the source xmiscx the noise Search xorgx 's trunks Put on xorgx 's trousers . ( Warning : Be sure to take off equipped trousers before putting on xorgx 's . Otherwise it 's very possible the trousers are lost ( or located somewhere obscure in Kaer Morhen ) after the quest has finished . Taking the trousers off manually allows players to re-equip them from inventory when they resume control . )
wicher_contracts;20901;Novigrad Dreaming;"Find the dreamer in the old house. 
Search the attic. 
Take the doll. 
Examine the drawing. 
Put the doll in the crib. 
Find out why the door slammed shut. 
Examine the oven. 
Make Sarah leave: 
Talk to the dreamer. 
Meet Corinne at the Golden Sturgeon.";xmiscx the dreamer in the old house . Search the attic . Take the doll . Examine the drawing . Put the doll in the crib . xmiscx out why the door slammed shut . Examine the oven . Make xperx leave : Talk to the dreamer . Meet xperx at the xlocx Sturgeon .
wicher_contracts;24682;On Thin Ice;"Join Avallac'h and the sorceresses on Undvik. 
Talk to Avallac'h when you're ready to fight. 
Defeat Caranthir. 
Kill Caranthir. 
Swim to the surface. 
Board the Naglfar. 
Kill Eredin. 
Follow Eredin into the portal. 
Find Avallac'h.";Join xperx ' h xorgx the sorceresses on xlocx . Talk to xperx ' h when you 're ready to fight . Defeat xorgx . xorgx xorgx . Swim to the surface . Board the Naglfar . xorgx Eredin . Follow Eredin into the portal . xmiscx xperx ' h .
wicher_contracts;24675;Payback;"Wait for daylight. 
Meet Ciri at the Gildorf market square. 
Go with Ciri to see Whoreson Junior. 
Follow Ciri into Whoreson Junior's hideout. 
Follow Ciri. 
Talk to Valdo. 
Take part in the race. 
Meet Ciri and Aegar near the Novigrad stables. 
Sneak into the stables. 
Find a way to open the stable doors from the inside using your Witcher Senses. 
Calm the horses with the Axii Sign (3 horses).";Wait for daylight . Meet xperx at the xlocx market square . xperx with xperx to see Whoreson Junior . Follow xperx into Whoreson Junior 's hideout . Follow xperx . Talk to xperx . Take part in the race . Meet xperx xorgx xperx near the xlocx stables . Sneak into the stables . xmiscx a way to open the stable doors from the inside using your Witcher Senses . Calm the horses with the Axii Sign ( 3 horses ) .
wicher_contracts;20900;Pyres of Novigrad;"Visit Triss in her house. 
Look for thieves on the main square and carefully follow them. 
Talk with beggars about the King of Beggars. 
Find an entrance into the sewers outside Novigrad. 
Follow the thief to the King of Beggars' hideout. 
Follow the thief to the King of Beggars' hideout. 
Find the King of Beggars' hideout. 
Meet with the King of Beggars. 
Follow Triss. 
Enter the basement. 
Find the secret passage using your Witcher Senses, then open it. 
Find the lost parcel using your Witcher Senses. 
Give Triss the parcel. 
Place rat traps around the warehouse - use your Witcher Senses to guide you. 3/3 
Tell Triss you've completed your task. 
Talk to Triss after she activates the spell. 
Fight the thugs. 
Leave the warehouse.";Visit xperx in her house . Look for thieves on the main square xorgx carefully follow them . Talk with beggars about the xperx xmiscx xorgx . xmiscx an entrance into the sewers outside xlocx . Follow the thief to the xperx xmiscx xorgx ' hideout . Follow the thief to the xperx xmiscx xorgx ' hideout . xmiscx the xperx xmiscx xorgx ' hideout . Meet with the xperx xmiscx xorgx . Follow xperx . Enter the basement . xmiscx the secret passage using your Witcher Senses , then open it . xmiscx the lost parcel using your Witcher Senses . Give xperx the parcel . Place rat traps around the warehouse - use your Witcher Senses to guide you . 3/3 Tell xperx you 've completed your task . Talk to xperx after she activates the spell . Fight the thugs . Leave the warehouse .
wicher_contracts;24681;Skjall's Grave;Meet Ciri in the Hindarsfjall cemetery.;Meet xperx in the xlocx cemetery .
wicher_contracts;30581;Something Ends, Something Begins (quest);"Talk to the werewolf.​​​​​​​ 
(Optional) Follow Berem. 
(Optional) Defeat the hunters. 
Kill the last Crone.";Talk to the werewolf.​​​​​​​ ( Optional ) Follow xperx . ( Optional ) Defeat the hunters . xorgx the last xmiscx .
wicher_contracts;22057;Tedd Deireadh, The Final Age;"Follow Yennefer. 
Get to the elven tower.";Follow xorgx . Get to the elven tower .
wicher_contracts;24670;The Battle of Kaer Morhen;"Enter Kaer Morhen keep and begin the council. (500 ) 
Exit the keep and join Lambert when you're ready to face the Wild Hunt. 
Use dimeritium bombs or the Yrden Sign to close all the Hunt's portals in the woods around Kaer Morhen. (3 portals) 
Kill the Wild Hunt warriors near the left portal in the forest. 
Kill the Wild Hunt warriors near the center portal in the forest. 
Kill the Wild Hunt warriors near the right portal in the forest. (500 ) 
Run to Triss's aid on the battlements. 
Defeat the warriors threatening Triss. 
Return to Kaer Morhen. 
Close the main gate. (500 ) 
Retreat to the middle courtyard. 
Defeat your opponents and retreat behind the main gate. 
Get to Triss. 
Help Triss fight the Hunt's warriors. 
Defeat Caranthir's warriors. 
Open the gate to Kaer Morhen's inner courtyard. 
Use dimeritium bombs or the Yrden Sign to close the Hunt's portals and stop their attack on Kaer Morhen. (2 portals) 
(Optional) Equip yourself with dimeritium bombs from Vesemir's supplies. 
Help Triss fight the Wild Hunt by the gate to the inner courtyard. (1,000 )";Enter Kaer Morhen keep xorgx begin the council . ( 500 ) Exit the keep xorgx join xperx when you 're ready to face the Wild xorgx . Use dimeritium bombs or the Yrden Sign to close all the xorgx 's portals in the woods around Kaer Morhen . ( 3 portals ) xorgx the Wild xorgx warriors near the left portal in the forest . xorgx the Wild xorgx warriors near the center portal in the forest . xorgx the Wild xorgx warriors near the right portal in the forest . ( 500 ) Run to xperx 's aid on the battlements . Defeat the warriors threatening xperx . Return to Kaer Morhen . Close the main gate . ( 500 ) Retreat to the middle courtyard . Defeat your opponents xorgx retreat behind the main gate . Get to xperx . Help xperx fight the xorgx 's warriors . Defeat xorgx 's warriors . Open the gate to Kaer Morhen 's inner courtyard . Use dimeritium bombs or the Yrden Sign to close the xorgx 's portals xorgx stop their attack on Kaer Morhen . ( 2 portals ) ( Optional ) Equip yourself with dimeritium bombs from xperx 's supplies . Help xperx fight the Wild xorgx by the gate to the inner courtyard . ( 1,000 )
wicher_contracts;20885;The Beast of White Orchard;"Ask the herbalist about buckthorn. 
Ask the hunter where he found the bodies.";Ask the herbalist about buckthorn . Ask the hunter where he found the bodies .
wicher_contracts;23935;The Calm Before the Storm;"Follow Astrid to the sauna. 
Leave your clothes in the changing room. 
Follow Astrid. 
[Optional] Jump into the water to cool off and regenerate. 
[Optional] Drink a shot of Freya's Firewater to warm up. 
Join Skjall in the stable. 
Try to defeat the warriors of the Wild Hunt. 
Get on a horse and flee towards Drowned Dead Rock. 
Make it to Drowned Dead Rock while avoiding the riders of the Wild Hunt.";Follow xperx to the sauna . Leave your clothes in the changing room . Follow xperx . [ Optional ] Jump into the water to cool off xorgx regenerate . [ Optional ] Drink a shot xmiscx xperx 's Firewater to warm up . Join xperx in the stable . Try to defeat the warriors xmiscx the Wild xorgx . Get on a horse xorgx flee towards Drowned Dead Rock . Make it to Drowned Dead Rock while avoiding the riders xmiscx the Wild xorgx .
wicher_contracts;24667;The Final Trial;"Find Lambert. 
Return to Lambert when you're ready. 
Follow Lambert. 
Find the boat. 
Kill the drowners. 
Kill the water hag. 
Get in the boat. 
Sail across the lake with Lambert. 
Check where the boy's voice is coming from. [optional] 
Kill the foglets. 
Enter the cave. 
Go through the cave. 
Kill Old Speartip. [optional] 
Seek shelter in the tunnel. 
Get past the blockage. 
Put the phylactery on the altar. 
Light the torches around the altar. 
Get to the Circle of Elements.";xmiscx xperx . Return to xperx when you 're ready . Follow xperx . xmiscx the boat . xorgx the drowners . xorgx the water hag . Get in the boat . Sail across the lake with xperx . Check where the boy 's voice is coming from . [ optional ] xorgx the foglets . Enter the cave . xperx through the cave . xorgx Old Speartip . [ optional ] Seek shelter in the tunnel . Get past the blockage . Put the phylactery on the altar . Light the torches around the altar . Get to the xorgx xmiscx xorgx .
wicher_contracts;24674;The Great Escape;"Catch the runaway. (200 ) 
(Optional) Ask Zoltan for help. 
Meet Yennefer at the bridge into Oxenfurt. 
Enter the prison through the well. 
Search the ruins. 
Find the missing part of the mechanism using your Witcher Senses. 
Repair the mechanism and open the doors. 
Enter the sewers. 
Find the sorceress Margarita. 
Get the key. 
Search the commander's body and find the key to the cell door. 
Open the cell. (300 ) 
Get out of the prison. (300 )";Catch the runaway . ( 200 ) ( Optional ) Ask xorgx for help . Meet xorgx at the bridge into xlocx . Enter the prison through the well . Search the ruins . xmiscx the missing part xmiscx the mechanism using your Witcher Senses . Repair the mechanism xorgx open the doors . Enter the sewers . xmiscx the sorceress xperx . Get the key . Search the commander 's body xorgx find the key to the cell door . Open the cell . ( 300 ) Get out xmiscx the prison . ( 300 )
wicher_contracts;21511;The Incident at White Orchard;Kill the bandits.;xorgx the bandits .
wicher_contracts;24927;The Isle of Mists (quest);"Go to Skellige. 
Talk to friends who could help defeat the Hunt and ask them to join your fight. 
Get on a boat. 
Travel to the Isle of Mists. 
Follow the firefly. 
Check what's in the hut. 
Look for Ferenc along the coast. 
Look for Ivo in the cave. 
Look for Gaspard near the lighthouse. 
Wake Gaspard up. 
Bring Gaspard to the hut. 
Return to the hut.";xperx to xorgx . Talk to friends who could help defeat the xorgx xorgx ask them to join your fight . Get on a boat . Travel to the Isle xmiscx Mists . Follow the firefly . Check what 's in the hut . Look for xperx along the coast . Look for xperx in the cave . Look for xperx near the lighthouse . Wake xperx up . Bring xperx to the hut . Return to the hut .
wicher_contracts;24660;The King is Dead – Long Live the King;"Go to Yennefer's rooms and put on formal attire. 
Put on new clothes for your meeting with Yennefer. 
Meet Yennefer at the entrance to Kaer Trolde citadel. 
Go with Yennefer to the wake inside Kaer Trolde. 
Talk to Yennefer in private. 
Beat Cerys to the top of the mountain. (optional) 
Go to Ermion's workshop. 
Explore the mysterious room using your Witcher Senses. 
Defeat the aggressive beasts. 
Find the Mask of Uroboros in Ermion's workshop. 
Explore the secret chamber using your Witcher Senses. 
Kill the earth elemental. 
Look around for a way to escape from the trap.";xperx to xorgx 's rooms xorgx put on formal attire . Put on new clothes for your meeting with xorgx . Meet xorgx at the entrance to Kaer Trolde citadel . xperx with xorgx to the wake inside Kaer Trolde . Talk to xorgx in private . Beat xperx to the top xmiscx the mountain . ( optional ) xperx to xorgx 's workshop . Explore the mysterious room using your Witcher Senses . Defeat the aggressive beasts . xmiscx the xmiscx xmiscx Uroboros in xorgx 's workshop . Explore the secret chamber using your Witcher Senses . xorgx the earth elemental . Look around for a way to escape from the trap .
wicher_contracts;20889;The Nilfgaardian Connection;"Travel to Velen. 
Go to the Inn at the Crossroads. 
Ask about the agent called Hendrik at the Inn at the Crossroads. 
Finish talking to the innkeep about the agent called Hendrik. 
Look for the agent called Hendrik in the village of Heatherton. 
Talk to the survivor and learn what happened in the village. 
Find the agent called Hendrik. 
Search the agent's hut using your Witcher Senses.";Travel to xlocx . xperx to the Inn at the Crossroads . Ask about the agent called xperx at the Inn at the Crossroads . Finish talking to the innkeep about the agent called xperx . Look for the agent called xperx in the village xmiscx xlocx . Talk to the survivor xorgx learn what happened in the village . xmiscx the agent called xperx . Search the agent 's hut using your Witcher Senses .
wicher_contracts;22196;The Play's the Thing;"Tell Priscilla what you've learned about Dudu. 
Take the script to Irina Renarde. 
Head to the docks and hire ushers for the play. 
(Optional) Recruit jugglers from the performing troupe called the Puffins. 
Ger rid of the thugs lurking outside the Puffins' house. 
Defeat the strongmen from Metinna. 
Talk to Irina Renarde and start the play. 
Talk to Dudu in Irina Renarde's room.";Tell xperx what you 've learned about xperx . Take the script to Irina Renarde . Head to the docks xorgx hire ushers for the play . ( Optional ) Recruit jugglers from the performing troupe called the xorgx . Ger rid xmiscx the thugs lurking outside the xorgx ' house . Defeat the strongmen from xorgx . Talk to Irina Renarde xorgx start the play . Talk to xperx in Irina Renarde 's room .
